instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cuaca
9561,2012-02-08,1,1,2,7,0,3,1,2,0.24,0.2576,0.7,0.1045,5,276,281,Berkabut
9562,2012-02-08,1,1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239,13,495,508,Berkabut
9563,2012-02-08,1,1,2,9,0,3,1,2,0.24,0.2576,0.7,0.1642,8,245,253,Berkabut
9564,2012-02-08,1,1,2,10,0,3,1,2,0.26,0.2576,0.7,0.2239,1,107,108,Berkabut
9565,2012-02-08,1,1,2,11,0,3,1,2,0.26,0.2576,0.65,0.2239,5,97,102,Berkabut
9566,2012-02-08,1,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836,14,124,138,Berkabut
9567,2012-02-08,1,1,2,13,0,3,1,2,0.28,0.2879,0.61,0.1045,15,111,126,Berkabut
9568,2012-02-08,1,1,2,14,0,3,1,2,0.3,0.303,0.56,0.1642,8,100,108,Berkabut
9569,2012-02-08,1,1,2,15,0,3,1,3,0.3,0.3182,0.61,0.1045,5,49,54,Hujan Ringan
9570,2012-02-08,1,1,2,16,0,3,1,3,0.26,0.2727,0.81,0.1045,2,73,75,Hujan Ringan
9571,2012-02-08,1,1,2,17,0,3,1,3,0.24,0.2576,0.87,0.1045,8,147,155,Hujan Ringan
9572,2012-02-08,1,1,2,18,0,3,1,3,0.24,0.2576,0.87,0.1045,4,163,167,Hujan Ringan
9573,2012-02-08,1,1,2,19,0,3,1,3,0.24,0.2576,0.87,0.1045,3,158,161,Hujan Ringan
9574,2012-02-08,1,1,2,20,0,3,1,3,0.24,0.2424,0.87,0.1343,3,122,125,Hujan Ringan
9575,2012-02-08,1,1,2,21,0,3,1,3,0.24,0.2273,0.87,0.194,3,126,129,Hujan Ringan
9576,2012-02-08,1,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343,3,95,98,Berkabut
9577,2012-02-08,1,1,2,23,0,3,1,2,0.24,0.2424,0.87,0.1642,3,57,60,Berkabut
9578,2012-02-09,1,1,2,0,0,4,1,2,0.24,0.2424,0.87,0.1642,3,23,26,Berkabut
9579,2012-02-09,1,1,2,1,0,4,1,2,0.24,0.2424,0.87,0.1343,2,10,12,Berkabut
9580,2012-02-09,1,1,2,2,0,4,1,1,0.22,0.2273,0.8,0.1343,0,2,2,Cerah
9581,2012-02-09,1,1,2,3,0,4,1,1,0.22,0.2121,0.8,0.2836,0,4,4,Cerah
9582,2012-02-09,1,1,2,4,0,4,1,2,0.22,0.197,0.75,0.4478,0,1,1,Berkabut
9583,2012-02-09,1,1,2,5,0,4,1,1,0.2,0.1818,0.75,0.2836,0,18,18,Cerah
9584,2012-02-09,1,1,2,6,0,4,1,1,0.2,0.1818,0.75,0.2836,1,75,76,Cerah
9585,2012-02-09,1,1,2,7,0,4,1,1,0.2,0.197,0.69,0.2537,4,263,267,Cerah
9586,2012-02-09,1,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537,11,473,484,Cerah
9587,2012-02-09,1,1,2,9,0,4,1,1,0.2,0.197,0.59,0.2239,9,229,238,Cerah
9588,2012-02-09,1,1,2,10,0,4,1,1,0.22,0.2121,0.51,0.2239,7,90,97,Cerah
9589,2012-02-09,1,1,2,11,0,4,1,1,0.24,0.2273,0.52,0.2239,4,95,99,Cerah
9590,2012-02-09,1,1,2,12,0,4,1,1,0.26,0.2273,0.48,0.3284,10,148,158,Cerah
9591,2012-02-09,1,1,2,13,0,4,1,1,0.3,0.2727,0.42,0.3284,10,144,154,Cerah
9592,2012-02-09,1,1,2,14,0,4,1,1,0.32,0.303,0.39,0.2985,18,126,144,Cerah
9593,2012-02-09,1,1,2,15,0,4,1,1,0.32,0.303,0.36,0.2985,14,120,134,Cerah
9594,2012-02-09,1,1,2,16,0,4,1,1,0.34,0.3333,0.36,0.0,15,223,238,Cerah
9595,2012-02-09,1,1,2,17,0,4,1,1,0.34,0.3333,0.34,0.1343,12,387,399,Cerah
9596,2012-02-09,1,1,2,18,0,4,1,1,0.34,0.3333,0.31,0.1642,13,404,417,Cerah
9597,2012-02-09,1,1,2,19,0,4,1,1,0.32,0.3333,0.33,0.1045,8,287,295,Cerah
9598,2012-02-09,1,1,2,20,0,4,1,1,0.32,0.3485,0.36,0.0,2,197,199,Cerah
9599,2012-02-09,1,1,2,21,0,4,1,1,0.3,0.3182,0.52,0.0896,8,169,177,Cerah
9600,2012-02-09,1,1,2,22,0,4,1,2,0.3,0.3333,0.56,0.0,3,104,107,Berkabut
9601,2012-02-09,1,1,2,23,0,4,1,2,0.3,0.3333,0.52,0.0,9,75,84,Berkabut
9602,2012-02-10,1,1,2,0,0,5,1,2,0.28,0.303,0.65,0.0896,4,39,43,Berkabut
9603,2012-02-10,1,1,2,1,0,5,1,2,0.28,0.303,0.61,0.0896,2,11,13,Berkabut
9604,2012-02-10,1,1,2,2,0,5,1,1,0.26,0.2879,0.52,0.0896,7,9,16,Cerah
9605,2012-02-10,1,1,2,3,0,5,1,1,0.26,0.2879,0.56,0.0896,0,5,5,Cerah
9606,2012-02-10,1,1,2,4,0,5,1,1,0.26,0.2879,0.56,0.0896,0,2,2,Cerah
9607,2012-02-10,1,1,2,5,0,5,1,1,0.24,0.2273,0.52,0.2239,0,17,17,Cerah
9608,2012-02-10,1,1,2,6,0,5,1,1,0.2,0.197,0.59,0.194,3,61,64,Cerah
9609,2012-02-10,1,1,2,7,0,5,1,1,0.2,0.2121,0.59,0.1642,5,225,230,Cerah
9610,2012-02-10,1,1,2,8,0,5,1,1,0.2,0.2121,0.59,0.1642,1,447,448,Cerah
9611,2012-02-10,1,1,2,9,0,5,1,1,0.22,0.2273,0.55,0.1642,10,265,275,Cerah
9612,2012-02-10,1,1,2,10,0,5,1,2,0.26,0.2727,0.48,0.1343,5,119,124,Berkabut
9613,2012-02-10,1,1,2,11,0,5,1,2,0.28,0.2879,0.45,0.1045,19,134,153,Berkabut
9614,2012-02-10,1,1,2,12,0,5,1,2,0.3,0.303,0.42,0.1343,8,168,176,Berkabut
9615,2012-02-10,1,1,2,13,0,5,1,2,0.3,0.3182,0.42,0.0896,22,170,192,Berkabut
9616,2012-02-10,1,1,2,14,0,5,1,2,0.32,0.3333,0.39,0.0896,8,138,146,Berkabut
9617,2012-02-10,1,1,2,15,0,5,1,2,0.32,0.3333,0.45,0.1343,27,164,191,Berkabut
9618,2012-02-10,1,1,2,16,0,5,1,2,0.34,0.3182,0.42,0.2537,28,240,268,Berkabut
9619,2012-02-10,1,1,2,17,0,5,1,2,0.34,0.3333,0.42,0.194,15,381,396,Berkabut
9620,2012-02-10,1,1,2,18,0,5,1,3,0.3,0.303,0.61,0.1343,14,345,359,Hujan Ringan
9621,2012-02-10,1,1,2,19,0,5,1,2,0.32,0.3485,0.57,0.0,16,246,262,Berkabut
9622,2012-02-10,1,1,2,20,0,5,1,2,0.32,0.3485,0.57,0.0,7,144,151,Berkabut
9623,2012-02-10,1,1,2,21,0,5,1,2,0.32,0.3333,0.66,0.0896,14,108,122,Berkabut
9624,2012-02-10,1,1,2,22,0,5,1,2,0.32,0.3485,0.66,0.0,11,102,113,Berkabut
9625,2012-02-10,1,1,2,23,0,5,1,2,0.3,0.3182,0.7,0.0896,1,64,65,Berkabut
9626,2012-02-11,1,1,2,0,0,6,0,2,0.3,0.303,0.7,0.1343,3,50,53,Berkabut
9627,2012-02-11,1,1,2,1,0,6,0,3,0.28,0.2879,0.81,0.1343,2,43,45,Hujan Ringan
9628,2012-02-11,1,1,2,2,0,6,0,3,0.26,0.2576,0.81,0.194,2,24,26,Hujan Ringan
9629,2012-02-11,1,1,2,3,0,6,0,3,0.24,0.2273,0.87,0.2239,0,9,9,Hujan Ringan
9630,2012-02-11,1,1,2,4,0,6,0,3,0.24,0.2273,0.87,0.2239,0,4,4,Hujan Ringan
9631,2012-02-11,1,1,2,5,0,6,0,3,0.22,0.2273,0.93,0.1642,0,2,2,Hujan Ringan
9632,2012-02-11,1,1,2,6,0,6,0,3,0.22,0.2273,0.93,0.1343,1,8,9,Hujan Ringan
9633,2012-02-11,1,1,2,7,0,6,0,3,0.22,0.2273,0.93,0.1343,0,19,19,Hujan Ringan
9634,2012-02-11,1,1,2,8,0,6,0,3,0.22,0.2273,0.93,0.1343,1,77,78,Hujan Ringan
9635,2012-02-11,1,1,2,9,0,6,0,3,0.22,0.2424,0.93,0.1045,5,85,90,Hujan Ringan
9636,2012-02-11,1,1,2,10,0,6,0,3,0.22,0.2424,0.93,0.1045,23,143,166,Hujan Ringan
9637,2012-02-11,1,1,2,11,0,6,0,2,0.24,0.2576,0.81,0.1045,26,157,183,Berkabut
9638,2012-02-11,1,1,2,12,0,6,0,2,0.26,0.2576,0.81,0.1642,25,196,221,Berkabut
9639,2012-02-11,1,1,2,13,0,6,0,2,0.26,0.2424,0.81,0.2836,18,217,235,Berkabut
9640,2012-02-11,1,1,2,14,0,6,0,2,0.26,0.2424,0.81,0.2537,38,205,243,Berkabut
9641,2012-02-11,1,1,2,15,0,6,0,2,0.3,0.2727,0.61,0.2985,12,112,124,Berkabut
9642,2012-02-11,1,1,2,16,0,6,0,3,0.22,0.197,0.75,0.4179,12,134,146,Hujan Ringan
9643,2012-02-11,1,1,2,17,0,6,0,3,0.22,0.1818,0.69,0.4627,13,131,144,Hujan Ringan
9644,2012-02-11,1,1,2,18,0,6,0,2,0.22,0.1818,0.47,0.6567,3,105,108,Berkabut
9645,2012-02-11,1,1,2,19,0,6,0,2,0.2,0.1515,0.4,0.5522,2,85,87,Berkabut
9646,2012-02-11,1,1,2,20,0,6,0,2,0.16,0.1212,0.43,0.5522,1,62,63,Berkabut
9647,2012-02-11,1,1,2,21,0,6,0,1,0.14,0.0758,0.43,0.6418,5,43,48,Cerah
9648,2012-02-11,1,1,2,22,0,6,0,2,0.14,0.1061,0.39,0.3881,0,46,46,Berkabut
9649,2012-02-11,1,1,2,23,0,6,0,3,0.12,0.0758,0.5,0.4925,0,20,20,Hujan Ringan
9650,2012-02-12,1,1,2,0,0,0,0,3,0.1,0.0758,0.68,0.3881,0,21,21,Hujan Ringan
9651,2012-02-12,1,1,2,1,0,0,0,3,0.08,0.0455,0.79,0.4627,0,24,24,Hujan Ringan
9652,2012-02-12,1,1,2,2,0,0,0,2,0.1,0.0606,0.58,0.5821,1,26,27,Berkabut
9653,2012-02-12,1,1,2,3,0,0,0,2,0.1,0.0455,0.46,0.6866,0,14,14,Berkabut
9654,2012-02-12,1,1,2,4,0,0,0,2,0.1,0.0455,0.46,0.7164,0,1,1,Berkabut
9655,2012-02-12,1,1,2,5,0,0,0,1,0.1,0.0758,0.49,0.3881,0,3,3,Cerah
9656,2012-02-12,1,1,2,6,0,0,0,1,0.1,0.0758,0.49,0.3881,0,2,2,Cerah
9657,2012-02-12,1,1,2,7,0,0,0,1,0.08,0.0909,0.53,0.194,0,18,18,Cerah
9658,2012-02-12,1,1,2,8,0,0,0,1,0.08,0.0758,0.53,0.2537,0,26,26,Cerah
9659,2012-02-12,1,1,2,9,0,0,0,1,0.1,0.0909,0.49,0.2985,3,60,63,Cerah
9660,2012-02-12,1,1,2,10,0,0,0,1,0.12,0.1061,0.42,0.3582,8,83,91,Cerah
9661,2012-02-12,1,1,2,11,0,0,0,1,0.12,0.1061,0.42,0.2985,3,121,124,Cerah
9662,2012-02-12,1,1,2,12,0,0,0,1,0.14,0.0758,0.39,0.6418,7,133,140,Cerah
9663,2012-02-12,1,1,2,13,0,0,0,1,0.16,0.1212,0.4,0.4478,10,128,138,Cerah
9664,2012-02-12,1,1,2,14,0,0,0,1,0.16,0.1212,0.4,0.5224,9,102,111,Cerah
9665,2012-02-12,1,1,2,15,0,0,0,1,0.16,0.1212,0.4,0.5522,5,150,155,Cerah
9666,2012-02-12,1,1,2,16,0,0,0,1,0.2,0.1667,0.34,0.4627,16,148,164,Cerah
9667,2012-02-12,1,1,2,17,0,0,0,1,0.18,0.1515,0.37,0.4179,4,83,87,Cerah
9668,2012-02-12,1,1,2,18,0,0,0,1,0.16,0.1212,0.4,0.4627,4,92,96,Cerah
9669,2012-02-12,1,1,2,19,0,0,0,1,0.16,0.1364,0.4,0.2836,2,78,80,Cerah
9670,2012-02-12,1,1,2,20,0,0,0,1,0.14,0.1212,0.42,0.3284,1,56,57,Cerah
9671,2012-02-12,1,1,2,21,0,0,0,1,0.14,0.1212,0.43,0.2985,0,36,36,Cerah
9672,2012-02-12,1,1,2,22,0,0,0,1,0.14,0.1515,0.43,0.1642,0,28,28,Cerah
9673,2012-02-12,1,1,2,23,0,0,0,1,0.14,0.1364,0.43,0.2239,0,23,23,Cerah
9674,2012-02-13,1,1,2,0,0,1,1,1,0.14,0.1364,0.46,0.2239,0,9,9,Cerah
9675,2012-02-13,1,1,2,1,0,1,1,1,0.12,0.1212,0.5,0.2239,0,6,6,Cerah
9676,2012-02-13,1,1,2,2,0,1,1,1,0.14,0.1364,0.46,0.194,0,4,4,Cerah
9677,2012-02-13,1,1,2,3,0,1,1,1,0.12,0.1515,0.54,0.1045,0,1,1,Cerah
9678,2012-02-13,1,1,2,4,0,1,1,1,0.12,0.1667,0.54,0.0896,0,2,2,Cerah
9679,2012-02-13,1,1,2,5,0,1,1,1,0.1,0.1212,0.58,0.1343,0,17,17,Cerah
9680,2012-02-13,1,1,2,6,0,1,1,1,0.1,0.1061,0.54,0.2239,1,71,72,Cerah
9681,2012-02-13,1,1,2,7,0,1,1,1,0.1,0.1061,0.54,0.194,1,194,195,Cerah
9682,2012-02-13,1,1,2,8,0,1,1,1,0.1,0.1212,0.54,0.1343,4,413,417,Cerah
9683,2012-02-13,1,1,2,9,0,1,1,1,0.12,0.1364,0.5,0.194,7,198,205,Cerah
9684,2012-02-13,1,1,2,10,0,1,1,1,0.14,0.1515,0.5,0.1343,1,70,71,Cerah
9685,2012-02-13,1,1,2,11,0,1,1,1,0.22,0.2273,0.37,0.194,5,85,90,Cerah
9686,2012-02-13,1,1,2,12,0,1,1,1,0.28,0.2576,0.28,0.3284,7,111,118,Cerah
9687,2012-02-13,1,1,2,13,0,1,1,1,0.32,0.303,0.22,0.2239,11,129,140,Cerah
9688,2012-02-13,1,1,2,14,0,1,1,1,0.34,0.3485,0.23,0.1045,10,125,135,Cerah
9689,2012-02-13,1,1,2,15,0,1,1,1,0.36,0.3485,0.27,0.1343,10,145,155,Cerah
9690,2012-02-13,1,1,2,16,0,1,1,1,0.36,0.3485,0.23,0.194,5,206,211,Cerah
9691,2012-02-13,1,1,2,17,0,1,1,1,0.36,0.3485,0.23,0.194,8,399,407,Cerah
9692,2012-02-13,1,1,2,18,0,1,1,1,0.34,0.3182,0.25,0.2537,6,399,405,Cerah
9693,2012-02-13,1,1,2,19,0,1,1,1,0.34,0.3333,0.25,0.1343,7,256,263,Cerah
9694,2012-02-13,1,1,2,20,0,1,1,1,0.3,0.303,0.42,0.1642,4,210,214,Cerah
9695,2012-02-13,1,1,2,21,0,1,1,1,0.28,0.2879,0.45,0.1343,2,145,147,Cerah
9696,2012-02-13,1,1,2,22,0,1,1,1,0.26,0.2727,0.56,0.1045,3,99,102,Cerah
9697,2012-02-13,1,1,2,23,0,1,1,1,0.28,0.3182,0.41,0.0,2,34,36,Cerah
9698,2012-02-14,1,1,2,0,0,2,1,2,0.26,0.303,0.6,0.0,0,14,14,Berkabut
9699,2012-02-14,1,1,2,1,0,2,1,2,0.26,0.303,0.56,0.0,0,6,6,Berkabut
9700,2012-02-14,1,1,2,2,0,2,1,2,0.28,0.3182,0.41,0.0,0,3,3,Berkabut
9701,2012-02-14,1,1,2,3,0,2,1,2,0.26,0.303,0.52,0.0,0,3,3,Berkabut
9702,2012-02-14,1,1,2,4,0,2,1,2,0.26,0.2727,0.65,0.1045,0,2,2,Berkabut
9703,2012-02-14,1,1,2,5,0,2,1,2,0.26,0.2727,0.65,0.1045,2,20,22,Berkabut
9704,2012-02-14,1,1,2,6,0,2,1,2,0.26,0.303,0.56,0.0,1,89,90,Berkabut
9705,2012-02-14,1,1,2,7,0,2,1,2,0.24,0.2576,0.6,0.0896,4,276,280,Berkabut
9706,2012-02-14,1,1,2,8,0,2,1,2,0.24,0.2879,0.7,0.0,3,510,513,Berkabut
9707,2012-02-14,1,1,2,9,0,2,1,2,0.26,0.2879,0.56,0.0896,6,256,262,Berkabut
9708,2012-02-14,1,1,2,10,0,2,1,2,0.26,0.2727,0.6,0.1343,8,90,98,Berkabut
9709,2012-02-14,1,1,2,11,0,2,1,2,0.3,0.303,0.45,0.1642,5,107,112,Berkabut
9710,2012-02-14,1,1,2,12,0,2,1,2,0.3,0.2879,0.52,0.2239,10,162,172,Berkabut
9711,2012-02-14,1,1,2,13,0,2,1,2,0.36,0.3333,0.4,0.2537,6,167,173,Berkabut
9712,2012-02-14,1,1,2,14,0,2,1,1,0.4,0.4091,0.4,0.2239,13,111,124,Cerah
9713,2012-02-14,1,1,2,15,0,2,1,2,0.42,0.4242,0.38,0.4478,7,138,145,Berkabut
9714,2012-02-14,1,1,2,16,0,2,1,1,0.42,0.4242,0.35,0.2985,15,251,266,Cerah
9715,2012-02-14,1,1,2,17,0,2,1,1,0.42,0.4242,0.38,0.3582,19,504,523,Cerah
9716,2012-02-14,1,1,2,18,0,2,1,2,0.38,0.3939,0.46,0.2985,8,398,406,Berkabut
9717,2012-02-14,1,1,2,19,0,2,1,2,0.36,0.3485,0.5,0.1642,11,270,281,Berkabut
9718,2012-02-14,1,1,2,20,0,2,1,2,0.38,0.3939,0.46,0.1343,6,178,184,Berkabut
9719,2012-02-14,1,1,2,21,0,2,1,2,0.36,0.3636,0.5,0.1045,4,105,109,Berkabut
9720,2012-02-14,1,1,2,22,0,2,1,2,0.36,0.3636,0.5,0.1045,5,72,77,Berkabut
9721,2012-02-14,1,1,2,23,0,2,1,2,0.36,0.3636,0.5,0.0896,2,55,57,Berkabut
9722,2012-02-15,1,1,2,0,0,3,1,1,0.32,0.3485,0.57,0.0,0,22,22,Cerah
9723,2012-02-15,1,1,2,1,0,3,1,1,0.34,0.3636,0.53,0.0,0,5,5,Cerah
9724,2012-02-15,1,1,2,2,0,3,1,1,0.3,0.3333,0.61,0.0,0,4,4,Cerah
9725,2012-02-15,1,1,2,3,0,3,1,1,0.28,0.3182,0.75,0.0,0,3,3,Cerah
9726,2012-02-15,1,1,2,4,0,3,1,1,0.28,0.2879,0.7,0.1045,0,1,1,Cerah
9727,2012-02-15,1,1,2,5,0,3,1,1,0.28,0.2879,0.7,0.1045,0,25,25,Cerah
9728,2012-02-15,1,1,2,6,0,3,1,1,0.3,0.303,0.61,0.1343,3,92,95,Cerah
9729,2012-02-15,1,1,2,7,0,3,1,2,0.3,0.2879,0.65,0.194,3,318,321,Berkabut
9730,2012-02-15,1,1,2,8,0,3,1,1,0.32,0.2879,0.61,0.3582,7,508,515,Cerah
9731,2012-02-15,1,1,2,9,0,3,1,1,0.32,0.303,0.61,0.3284,5,226,231,Cerah
9732,2012-02-15,1,1,2,10,0,3,1,1,0.34,0.303,0.57,0.2985,12,108,120,Cerah
9733,2012-02-15,1,1,2,11,0,3,1,1,0.36,0.3333,0.53,0.2836,13,125,138,Cerah
9734,2012-02-15,1,1,2,12,0,3,1,1,0.38,0.3939,0.46,0.3881,11,152,163,Cerah
9735,2012-02-15,1,1,2,13,0,3,1,1,0.4,0.4091,0.43,0.2836,11,159,170,Cerah
9736,2012-02-15,1,1,2,14,0,3,1,1,0.42,0.4242,0.41,0.3582,6,128,134,Cerah
9737,2012-02-15,1,1,2,15,0,3,1,1,0.42,0.4242,0.41,0.2239,7,164,171,Cerah
9738,2012-02-15,1,1,2,16,0,3,1,1,0.42,0.4242,0.38,0.194,9,222,231,Cerah
9739,2012-02-15,1,1,2,17,0,3,1,1,0.42,0.4242,0.38,0.194,17,470,487,Cerah
9740,2012-02-15,1,1,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239,9,459,468,Cerah
9741,2012-02-15,1,1,2,19,0,3,1,1,0.38,0.3939,0.43,0.1642,9,302,311,Cerah
9742,2012-02-15,1,1,2,20,0,3,1,1,0.36,0.3485,0.46,0.1642,4,207,211,Cerah
9743,2012-02-15,1,1,2,21,0,3,1,1,0.34,0.3333,0.53,0.1642,8,170,178,Cerah
9744,2012-02-15,1,1,2,22,0,3,1,1,0.34,0.3485,0.49,0.1045,3,104,107,Cerah
9745,2012-02-15,1,1,2,23,0,3,1,1,0.34,0.3485,0.53,0.0896,4,54,58,Cerah
9746,2012-02-16,1,1,2,0,0,4,1,2,0.3,0.303,0.7,0.1343,1,22,23,Berkabut
9747,2012-02-16,1,1,2,1,0,4,1,2,0.3,0.3333,0.7,0.0,0,5,5,Berkabut
9748,2012-02-16,1,1,2,2,0,4,1,2,0.3,0.3182,0.7,0.0896,1,6,7,Berkabut
9749,2012-02-16,1,1,2,3,0,4,1,2,0.3,0.3333,0.61,0.0,0,1,1,Berkabut
9750,2012-02-16,1,1,2,4,0,4,1,3,0.3,0.3182,0.7,0.0896,0,3,3,Hujan Ringan
9751,2012-02-16,1,1,2,5,0,4,1,2,0.3,0.3333,0.7,0.0,0,20,20,Berkabut
9752,2012-02-16,1,1,2,6,0,4,1,2,0.3,0.3182,0.7,0.0896,4,83,87,Berkabut
9753,2012-02-16,1,1,2,7,0,4,1,2,0.3,0.303,0.7,0.1343,3,285,288,Berkabut
9754,2012-02-16,1,1,2,8,0,4,1,2,0.3,0.3182,0.7,0.0896,9,489,498,Berkabut
9755,2012-02-16,1,1,2,9,0,4,1,2,0.3,0.303,0.7,0.1642,3,199,202,Berkabut
9756,2012-02-16,1,1,2,10,0,4,1,3,0.32,0.3333,0.7,0.1343,2,42,44,Hujan Ringan
9757,2012-02-16,1,1,2,11,0,4,1,3,0.32,0.3333,0.7,0.1045,2,69,71,Hujan Ringan
9758,2012-02-16,1,1,2,12,0,4,1,3,0.32,0.3333,0.76,0.0896,1,44,45,Hujan Ringan
9759,2012-02-16,1,1,2,13,0,4,1,3,0.34,0.3182,0.71,0.2537,2,62,64,Hujan Ringan
9760,2012-02-16,1,1,2,14,0,4,1,3,0.32,0.3182,0.81,0.194,1,30,31,Hujan Ringan
9761,2012-02-16,1,1,2,15,0,4,1,3,0.34,0.3636,0.76,0.0,3,50,53,Hujan Ringan
9762,2012-02-16,1,1,2,16,0,4,1,3,0.34,0.3636,0.81,0.0,8,110,118,Hujan Ringan
9763,2012-02-16,1,1,2,17,0,4,1,3,0.34,0.3636,0.87,0.0,8,281,289,Hujan Ringan
9764,2012-02-16,1,1,2,18,0,4,1,3,0.34,0.3333,0.87,0.1343,8,345,353,Hujan Ringan
9765,2012-02-16,1,1,2,19,0,4,1,2,0.32,0.3182,0.87,0.1642,4,254,258,Berkabut
9766,2012-02-16,1,1,2,20,0,4,1,2,0.32,0.3333,0.87,0.1343,5,211,216,Berkabut
9767,2012-02-16,1,1,2,21,0,4,1,2,0.34,0.3485,0.81,0.1045,3,142,145,Berkabut
9768,2012-02-16,1,1,2,22,0,4,1,2,0.32,0.3485,0.81,0.0,3,108,111,Berkabut
9769,2012-02-16,1,1,2,23,0,4,1,1,0.32,0.3333,0.81,0.0896,3,70,73,Cerah
9770,2012-02-17,1,1,2,0,0,5,1,2,0.3,0.3333,0.87,0.0,2,32,34,Berkabut
9771,2012-02-17,1,1,2,1,0,5,1,2,0.3,0.3333,0.93,0.0,2,16,18,Berkabut
9772,2012-02-17,1,1,2,2,0,5,1,2,0.3,0.3182,0.93,0.1045,1,11,12,Berkabut
9773,2012-02-17,1,1,2,3,0,5,1,2,0.28,0.2879,0.93,0.1045,0,1,1,Berkabut
9774,2012-02-17,1,1,2,4,0,5,1,2,0.28,0.2727,0.93,0.194,0,1,1,Berkabut
9775,2012-02-17,1,1,2,5,0,5,1,2,0.28,0.2727,0.93,0.1642,0,16,16,Berkabut
9776,2012-02-17,1,1,2,6,0,5,1,2,0.28,0.2879,0.96,0.1343,1,70,71,Berkabut
9777,2012-02-17,1,1,2,7,0,5,1,2,0.28,0.2879,0.93,0.1045,4,222,226,Berkabut
9778,2012-02-17,1,1,2,8,0,5,1,2,0.26,0.303,1.0,0.0,4,516,520,Berkabut
9779,2012-02-17,1,1,2,9,0,5,1,2,0.26,0.303,1.0,0.0,8,275,283,Berkabut
9780,2012-02-17,1,1,2,10,0,5,1,1,0.34,0.3182,0.71,0.2836,13,103,116,Cerah
9781,2012-02-17,1,1,2,11,0,5,1,1,0.36,0.3333,0.62,0.4179,9,133,142,Cerah
9782,2012-02-17,1,1,2,12,0,5,1,1,0.38,0.3939,0.46,0.3881,21,177,198,Cerah
9783,2012-02-17,1,1,2,13,0,5,1,1,0.4,0.4091,0.43,0.3582,34,171,205,Cerah
9784,2012-02-17,1,1,2,14,0,5,1,1,0.4,0.4091,0.37,0.3582,33,137,170,Cerah
9785,2012-02-17,1,1,2,15,0,5,1,1,0.42,0.4242,0.35,0.4179,41,180,221,Cerah
9786,2012-02-17,1,1,2,16,0,5,1,1,0.42,0.4242,0.32,0.2985,56,251,307,Cerah
9787,2012-02-17,1,1,2,17,0,5,1,1,0.42,0.4242,0.32,0.3284,36,429,465,Cerah
9788,2012-02-17,1,1,2,18,0,5,1,1,0.4,0.4091,0.35,0.2537,15,362,377,Cerah
9789,2012-02-17,1,1,2,19,0,5,1,1,0.38,0.3939,0.37,0.2239,16,266,282,Cerah
9790,2012-02-17,1,1,2,20,0,5,1,1,0.4,0.4091,0.35,0.194,13,158,171,Cerah
9791,2012-02-17,1,1,2,21,0,5,1,1,0.38,0.3939,0.37,0.194,15,114,129,Cerah
9792,2012-02-17,1,1,2,22,0,5,1,1,0.36,0.3485,0.4,0.2239,15,92,107,Cerah
9793,2012-02-17,1,1,2,23,0,5,1,1,0.36,0.3485,0.4,0.194,10,72,82,Cerah
9794,2012-02-18,1,1,2,0,0,6,0,1,0.34,0.3333,0.42,0.1642,5,81,86,Cerah
9795,2012-02-18,1,1,2,1,0,6,0,1,0.32,0.3182,0.49,0.1642,7,38,45,Cerah
9796,2012-02-18,1,1,2,2,0,6,0,1,0.3,0.2879,0.61,0.2537,6,39,45,Cerah
9797,2012-02-18,1,1,2,3,0,6,0,1,0.28,0.2879,0.65,0.1045,3,15,18,Cerah
9798,2012-02-18,1,1,2,4,0,6,0,1,0.26,0.303,0.7,0.0,3,4,7,Cerah
9799,2012-02-18,1,1,2,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,1,1,Cerah
9800,2012-02-18,1,1,2,6,0,6,0,1,0.24,0.2879,0.7,0.0,1,8,9,Cerah
9801,2012-02-18,1,1,2,7,0,6,0,1,0.24,0.2879,0.7,0.0,8,33,41,Cerah
9802,2012-02-18,1,1,2,8,0,6,0,1,0.22,0.2727,0.87,0.0,10,92,102,Cerah
9803,2012-02-18,1,1,2,9,0,6,0,1,0.22,0.2424,0.8,0.1045,22,116,138,Cerah
9804,2012-02-18,1,1,2,10,0,6,0,1,0.26,0.2727,0.81,0.1045,48,157,205,Cerah
9805,2012-02-18,1,1,2,11,0,6,0,1,0.32,0.3333,0.57,0.1343,102,184,286,Cerah
9806,2012-02-18,1,1,2,12,0,6,0,1,0.36,0.3485,0.43,0.194,128,241,369,Cerah
9807,2012-02-18,1,1,2,13,0,6,0,1,0.4,0.4091,0.43,0.2836,165,219,384,Cerah
9808,2012-02-18,1,1,2,14,0,6,0,1,0.44,0.4394,0.35,0.3582,183,244,427,Cerah
9809,2012-02-18,1,1,2,15,0,6,0,1,0.42,0.4242,0.41,0.2537,229,270,499,Cerah
9810,2012-02-18,1,1,2,16,0,6,0,1,0.44,0.4394,0.44,0.3284,186,218,404,Cerah
