season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Ntemp,Natemp,Nhum,Nwindspeed,Ntemp_cat,Nhum_cat,Nwind_cat,cnt_cat
Summer,1,Mei,21,0,Sabtu,0,2,0.58,0.5455,0.78,0.2239,86,183,269,23.779999999999998,27.275,78.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,3,0,Senin,1,1,0.5,0.4848,0.77,0.194,2,3,5,20.5,24.240000000000002,77.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,2,0,Senin,1,1,0.5,0.4848,0.77,0.194,1,5,6,20.5,24.240000000000002,77.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,1,0,Senin,1,2,0.52,0.5,0.77,0.194,1,8,9,21.32,25.0,77.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,0,0,Senin,1,2,0.52,0.5,0.77,0.1343,13,21,34,21.32,25.0,77.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,23,0,Minggu,0,1,0.52,0.5,0.77,0.194,22,80,102,21.32,25.0,77.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,22,0,Minggu,0,1,0.56,0.5303,0.73,0.1642,44,113,157,22.96,26.515,73.0,11.0014,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,21,0,Minggu,0,1,0.56,0.5303,0.73,0.194,55,148,203,22.96,26.515,73.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,20,0,Minggu,0,1,0.6,0.6061,0.64,0.194,73,203,276,24.599999999999998,30.305,64.0,12.998000000000001,Sedang,Sedang,Lemah,Rendah
Summer,1,Mei,19,0,Minggu,0,2,0.6,0.6061,0.64,0.1642,117,266,383,24.599999999999998,30.305,64.0,11.0014,Sedang,Sedang,Lemah,Sedang
Summer,1,Mei,18,0,Minggu,0,2,0.62,0.6061,0.61,0.194,131,332,463,25.419999999999998,30.305,61.0,12.998000000000001,Sedang,Sedang,Lemah,Sedang
Summer,1,Mei,17,0,Minggu,0,2,0.62,0.6061,0.65,0.1343,195,316,511,25.419999999999998,30.305,65.0,8.9981,Sedang,Sedang,Lemah,Sedang
Summer,1,Mei,16,0,Minggu,0,2,0.62,0.6061,0.61,0.0,181,363,544,25.419999999999998,30.305,61.0,0.0,Sedang,Sedang,Lemah,Sedang
Summer,1,Mei,15,0,Minggu,0,2,0.62,0.6061,0.61,0.1045,229,342,571,25.419999999999998,30.305,61.0,7.0015,Sedang,Sedang,Lemah,Sedang
Summer,1,Mei,14,0,Minggu,0,2,0.6,0.6061,0.64,0.1045,226,292,518,24.599999999999998,30.305,64.0,7.0015,Sedang,Sedang,Lemah,Sedang
Summer,1,Mei,12,0,Jumat,1,3,0.62,0.5909,0.78,0.3582,46,125,171,25.419999999999998,29.544999999999998,78.0,23.9994,Sedang,Tinggi,Sedang,Rendah
Summer,1,Mei,13,0,Minggu,0,2,0.6,0.6061,0.64,0.0,197,368,565,24.599999999999998,30.305,64.0,0.0,Sedang,Sedang,Lemah,Sedang
Summer,1,Mei,11,0,Minggu,0,1,0.56,0.5303,0.73,0.1045,144,270,414,22.96,26.515,73.0,7.0015,Sedang,Tinggi,Lemah,Sedang
Summer,1,Mei,10,0,Minggu,0,2,0.54,0.5152,0.77,0.1045,112,221,333,22.14,25.759999999999998,77.0,7.0015,Sedang,Tinggi,Lemah,Sedang
Summer,1,Mei,9,0,Minggu,0,2,0.52,0.5,0.83,0.1642,63,128,191,21.32,25.0,83.0,11.0014,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,8,0,Minggu,0,2,0.5,0.4848,0.88,0.1343,23,91,114,20.5,24.240000000000002,88.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,7,0,Minggu,0,3,0.52,0.5,0.83,0.1642,5,31,36,21.32,25.0,83.0,11.0014,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,6,0,Minggu,0,3,0.52,0.5,0.83,0.2239,3,14,17,21.32,25.0,83.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,5,0,Minggu,0,3,0.52,0.5,0.83,0.1642,1,10,11,21.32,25.0,83.0,11.0014,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,4,0,Minggu,0,3,0.52,0.5,0.83,0.1642,9,7,16,21.32,25.0,83.0,11.0014,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,3,0,Minggu,0,2,0.54,0.5152,0.83,0.194,9,19,28,22.14,25.759999999999998,83.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,2,0,Minggu,0,2,0.54,0.5152,0.83,0.2836,29,64,93,22.14,25.759999999999998,83.0,19.0012,Sedang,Tinggi,Sedang,Rendah
Summer,1,Mei,1,0,Minggu,0,2,0.54,0.5152,0.83,0.2239,37,84,121,22.14,25.759999999999998,83.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,0,0,Minggu,0,2,0.56,0.5303,0.83,0.1343,23,111,134,22.96,26.515,83.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,23,0,Sabtu,0,2,0.56,0.5303,0.83,0.2836,35,114,149,22.96,26.515,83.0,19.0012,Sedang,Tinggi,Sedang,Rendah
Summer,1,Mei,22,0,Sabtu,0,2,0.58,0.5455,0.78,0.194,67,150,217,23.779999999999998,27.275,78.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,12,0,Minggu,0,2,0.6,0.6061,0.64,0.0896,207,351,558,24.599999999999998,30.305,64.0,6.0032,Sedang,Sedang,Lemah,Sedang
Summer,1,Mei,16,0,Selasa,1,1,0.74,0.6667,0.45,0.194,41,313,354,30.34,33.335,45.0,12.998000000000001,Panas,Sedang,Lemah,Sedang
Summer,1,Mei,11,0,Jumat,1,2,0.7,0.6515,0.61,0.0,77,181,258,28.7,32.574999999999996,61.0,0.0,Panas,Sedang,Lemah,Rendah
Summer,1,Mei,9,0,Jumat,1,1,0.6,0.5758,0.78,0.0,32,262,294,24.599999999999998,28.79,78.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,22,0,Rabu,1,1,0.5,0.4848,0.82,0.2239,27,146,173,20.5,24.240000000000002,82.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,21,0,Rabu,1,1,0.52,0.5,0.77,0.2239,21,218,239,21.32,25.0,77.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,20,0,Rabu,1,1,0.52,0.5,0.77,0.2537,42,296,338,21.32,25.0,77.0,16.997899999999998,Sedang,Tinggi,Lemah,Sedang
Summer,1,Mei,19,0,Rabu,1,1,0.54,0.5152,0.77,0.2537,43,461,504,22.14,25.759999999999998,77.0,16.997899999999998,Sedang,Tinggi,Lemah,Sedang
Summer,1,Mei,18,0,Rabu,1,1,0.56,0.5303,0.73,0.2239,43,770,813,22.96,26.515,73.0,15.001299999999999,Sedang,Tinggi,Lemah,Tinggi
Summer,1,Mei,17,0,Rabu,1,1,0.6,0.5909,0.73,0.2537,70,659,729,24.599999999999998,29.544999999999998,73.0,16.997899999999998,Sedang,Tinggi,Lemah,Tinggi
Summer,1,Mei,16,0,Rabu,1,1,0.64,0.6061,0.65,0.1642,54,313,367,26.240000000000002,30.305,65.0,11.0014,Sedang,Sedang,Lemah,Sedang
Summer,1,Mei,15,0,Rabu,1,1,0.64,0.6061,0.65,0.194,52,204,256,26.240000000000002,30.305,65.0,12.998000000000001,Sedang,Sedang,Lemah,Rendah
Summer,1,Mei,14,0,Rabu,1,1,0.62,0.6061,0.69,0.0896,51,189,240,25.419999999999998,30.305,69.0,6.0032,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,13,0,Rabu,1,2,0.58,0.5455,0.78,0.194,49,179,228,23.779999999999998,27.275,78.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,12,0,Rabu,1,2,0.58,0.5455,0.83,0.2239,35,210,245,23.779999999999998,27.275,83.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,11,0,Rabu,1,2,0.58,0.5455,0.81,0.1343,39,145,184,23.779999999999998,27.275,81.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,10,0,Rabu,1,2,0.58,0.5455,0.83,0.1045,28,147,175,23.779999999999998,27.275,83.0,7.0015,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,9,0,Rabu,1,2,0.56,0.5303,0.88,0.0,26,289,315,22.96,26.515,88.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,8,0,Rabu,1,2,0.56,0.5303,0.88,0.0,26,640,666,22.96,26.515,88.0,0.0,Sedang,Tinggi,Lemah,Tinggi
Summer,1,Mei,7,0,Rabu,1,2,0.54,0.5152,0.88,0.194,14,344,358,22.14,25.759999999999998,88.0,12.998000000000001,Sedang,Tinggi,Lemah,Sedang
Summer,1,Mei,6,0,Rabu,1,3,0.56,0.5303,0.84,0.0,3,117,120,22.96,26.515,84.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,5,0,Rabu,1,1,0.54,0.5152,0.9,0.1343,2,31,33,22.14,25.759999999999998,90.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,4,0,Rabu,1,1,0.54,0.5152,0.88,0.0,2,2,4,22.14,25.759999999999998,88.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,3,0,Rabu,1,1,0.56,0.5303,0.83,0.0896,0,6,6,22.96,26.515,83.0,6.0032,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,2,0,Rabu,1,1,0.56,0.5303,0.83,0.0,7,9,16,22.96,26.515,83.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,1,0,Rabu,1,1,0.56,0.5303,0.83,0.0,8,7,15,22.96,26.515,83.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,0,0,Rabu,1,1,0.6,0.5758,0.78,0.1045,4,43,47,24.599999999999998,28.79,78.0,7.0015,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,23,0,Selasa,1,1,0.6,0.5758,0.78,0.0,16,79,95,24.599999999999998,28.79,78.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,22,0,Selasa,1,1,0.64,0.6061,0.65,0.0,21,190,211,26.240000000000002,30.305,65.0,0.0,Sedang,Sedang,Lemah,Rendah
Summer,1,Mei,21,0,Selasa,1,1,0.64,0.6061,0.65,0.1343,31,251,282,26.240000000000002,30.305,65.0,8.9981,Sedang,Sedang,Lemah,Rendah
Summer,1,Mei,20,0,Selasa,1,1,0.66,0.6212,0.61,0.1642,36,299,335,27.060000000000002,31.06,61.0,11.0014,Sedang,Sedang,Lemah,Sedang
Summer,1,Mei,19,0,Selasa,1,1,0.7,0.6515,0.54,0.1343,58,429,487,28.7,32.574999999999996,54.0,8.9981,Panas,Sedang,Lemah,Sedang
Summer,1,Mei,18,0,Selasa,1,1,0.7,0.6515,0.54,0.1343,81,662,743,28.7,32.574999999999996,54.0,8.9981,Panas,Sedang,Lemah,Tinggi
Summer,1,Mei,23,0,Rabu,1,2,0.5,0.4848,0.77,0.2537,21,77,98,20.5,24.240000000000002,77.0,16.997899999999998,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,0,0,Kamis,1,2,0.48,0.4697,0.82,0.2239,15,75,90,19.68,23.485,82.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,1,0,Kamis,1,2,0.46,0.4545,0.88,0.1045,9,15,24,18.86,22.725,88.0,7.0015,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,2,0,Kamis,1,2,0.46,0.4545,0.88,0.1343,4,13,17,18.86,22.725,88.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,8,0,Jumat,1,1,0.56,0.5303,0.88,0.0,34,584,618,22.96,26.515,88.0,0.0,Sedang,Tinggi,Lemah,Sedang
Summer,1,Mei,7,0,Jumat,1,1,0.56,0.5303,0.88,0.0,9,347,356,22.96,26.515,88.0,0.0,Sedang,Tinggi,Lemah,Sedang
Summer,1,Mei,6,0,Jumat,1,1,0.54,0.5152,0.94,0.1045,8,127,135,22.14,25.759999999999998,94.0,7.0015,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,5,0,Jumat,1,1,0.56,0.5303,0.88,0.194,0,24,24,22.96,26.515,88.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,4,0,Jumat,1,1,0.56,0.5303,0.88,0.194,0,4,4,22.96,26.515,88.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,3,0,Jumat,1,1,0.56,0.5303,0.88,0.2239,0,14,14,22.96,26.515,88.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,2,0,Jumat,1,1,0.58,0.5455,0.83,0.1343,0,11,11,23.779999999999998,27.275,83.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,1,0,Jumat,1,1,0.6,0.5758,0.78,0.1045,15,33,48,24.599999999999998,28.79,78.0,7.0015,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,0,0,Jumat,1,1,0.6,0.5758,0.78,0.3284,19,70,89,24.599999999999998,28.79,78.0,22.0028,Sedang,Tinggi,Sedang,Rendah
Summer,1,Mei,23,0,Kamis,1,1,0.6,0.5606,0.83,0.0,21,100,121,24.599999999999998,28.03,83.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,22,0,Kamis,1,1,0.62,0.5909,0.78,0.0,29,217,246,25.419999999999998,29.544999999999998,78.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,21,0,Kamis,1,1,0.62,0.5909,0.78,0.1343,42,257,299,25.419999999999998,29.544999999999998,78.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,20,0,Kamis,1,1,0.64,0.6061,0.73,0.194,52,368,420,26.240000000000002,30.305,73.0,12.998000000000001,Sedang,Tinggi,Lemah,Sedang
Summer,1,Mei,19,0,Kamis,1,1,0.7,0.6515,0.61,0.194,55,467,522,28.7,32.574999999999996,61.0,12.998000000000001,Panas,Sedang,Lemah,Sedang
Summer,1,Mei,10,0,Jumat,1,2,0.62,0.5909,0.73,0.1343,45,154,199,25.419999999999998,29.544999999999998,73.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,18,0,Kamis,1,1,0.72,0.6667,0.58,0.1343,64,642,706,29.52,33.335,57.99999999999999,8.9981,Panas,Sedang,Lemah,Tinggi
Summer,1,Mei,16,0,Kamis,1,1,0.68,0.6364,0.57,0.1642,45,325,370,27.880000000000003,31.819999999999997,56.99999999999999,11.0014,Panas,Sedang,Lemah,Sedang
Summer,1,Mei,15,0,Kamis,1,1,0.66,0.6212,0.61,0.194,63,220,283,27.060000000000002,31.06,61.0,12.998000000000001,Sedang,Sedang,Lemah,Rendah
Summer,1,Mei,14,0,Kamis,1,1,0.64,0.6061,0.65,0.194,33,171,204,26.240000000000002,30.305,65.0,12.998000000000001,Sedang,Sedang,Lemah,Rendah
Summer,1,Mei,13,0,Kamis,1,1,0.6,0.5909,0.69,0.194,48,217,265,24.599999999999998,29.544999999999998,69.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,12,0,Kamis,1,1,0.56,0.5303,0.73,0.1343,64,237,301,22.96,26.515,73.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,11,0,Kamis,1,1,0.54,0.5152,0.77,0.0,34,167,201,22.14,25.759999999999998,77.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,10,0,Kamis,1,2,0.52,0.5,0.77,0.0,36,132,168,21.32,25.0,77.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,9,0,Kamis,1,2,0.48,0.4697,0.88,0.1045,25,279,304,19.68,23.485,88.0,7.0015,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,8,0,Kamis,1,3,0.46,0.4545,0.88,0.194,19,608,627,18.86,22.725,88.0,12.998000000000001,Sedang,Tinggi,Lemah,Sedang
Summer,1,Mei,7,0,Kamis,1,3,0.44,0.4394,0.94,0.1045,8,376,384,18.04,21.97,94.0,7.0015,Sedang,Tinggi,Lemah,Sedang
Summer,1,Mei,6,0,Kamis,1,2,0.46,0.4545,0.88,0.1642,8,128,136,18.86,22.725,88.0,11.0014,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,5,0,Kamis,1,2,0.46,0.4545,0.88,0.2537,1,20,21,18.86,22.725,88.0,16.997899999999998,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,4,0,Kamis,1,2,0.46,0.4545,0.88,0.2537,0,2,2,18.86,22.725,88.0,16.997899999999998,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,3,0,Kamis,1,2,0.46,0.4545,0.88,0.0,2,4,6,18.86,22.725,88.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,1,Mei,17,0,Kamis,1,1,0.72,0.6667,0.54,0.1343,87,617,704,29.52,33.335,54.0,8.9981,Panas,Sedang,Lemah,Tinggi
Summer,0,April,17,0,Minggu,0,2,0.52,0.5,0.72,0.194,84,152,236,21.32,25.0,72.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,9,0,Sabtu,0,3,0.4,0.4091,1.0,0.2985,2,27,29,16.400000000000002,20.455000000000002,100.0,19.999499999999998,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,19,0,Minggu,0,1,0.5,0.4848,0.77,0.194,47,84,131,20.5,24.240000000000002,77.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,21,0,Kamis,1,1,0.46,0.4545,0.63,0.1343,19,126,145,18.86,22.725,63.0,8.9981,Sedang,Sedang,Lemah,Rendah
Summer,0,April,20,0,Kamis,1,1,0.5,0.4848,0.51,0.194,22,147,169,20.5,24.240000000000002,51.0,12.998000000000001,Sedang,Sedang,Lemah,Rendah
Summer,0,April,19,0,Kamis,1,1,0.54,0.5152,0.32,0.0,37,222,259,22.14,25.759999999999998,32.0,0.0,Sedang,Rendah,Lemah,Rendah
Summer,0,April,18,0,Kamis,1,1,0.56,0.5303,0.3,0.0,47,290,337,22.96,26.515,30.0,0.0,Sedang,Rendah,Lemah,Sedang
Summer,0,April,17,0,Kamis,1,1,0.6,0.6061,0.28,0.0,50,338,388,24.599999999999998,30.305,28.000000000000004,0.0,Sedang,Rendah,Lemah,Sedang
Summer,0,April,16,0,Kamis,1,1,0.6,0.6061,0.26,0.1045,49,153,202,24.599999999999998,30.305,26.0,7.0015,Sedang,Rendah,Lemah,Rendah
Summer,0,April,15,0,Kamis,1,1,0.6,0.6212,0.31,0.0896,57,85,142,24.599999999999998,31.06,31.0,6.0032,Sedang,Rendah,Lemah,Rendah
Summer,0,April,14,0,Kamis,1,1,0.56,0.5303,0.35,0.0896,36,101,137,22.96,26.515,35.0,6.0032,Sedang,Sedang,Lemah,Rendah
Summer,0,April,13,0,Kamis,1,1,0.56,0.5303,0.37,0.2239,38,121,159,22.96,26.515,37.0,15.001299999999999,Sedang,Sedang,Lemah,Rendah
Summer,0,April,12,0,Kamis,1,1,0.54,0.5152,0.42,0.1343,35,110,145,22.14,25.759999999999998,42.0,8.9981,Sedang,Sedang,Lemah,Rendah
Summer,0,April,11,0,Kamis,1,1,0.52,0.5,0.45,0.1642,28,87,115,21.32,25.0,45.0,11.0014,Sedang,Sedang,Lemah,Rendah
Summer,0,April,10,0,Kamis,1,1,0.5,0.4848,0.51,0.194,21,68,89,20.5,24.240000000000002,51.0,12.998000000000001,Sedang,Sedang,Lemah,Rendah
Summer,0,April,9,0,Kamis,1,1,0.46,0.4545,0.51,0.1343,18,152,170,18.86,22.725,51.0,8.9981,Sedang,Sedang,Lemah,Rendah
Summer,0,April,8,0,Kamis,1,1,0.42,0.4242,0.58,0.1642,21,316,337,17.22,21.21,57.99999999999999,11.0014,Sedang,Sedang,Lemah,Sedang
Summer,0,April,7,0,Kamis,1,1,0.38,0.3939,0.66,0.0,11,182,193,15.58,19.695,66.0,0.0,Sedang,Sedang,Lemah,Rendah
Summer,0,April,6,0,Kamis,1,1,0.34,0.3485,0.76,0.1045,4,66,70,13.940000000000001,17.424999999999997,76.0,7.0015,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,5,0,Kamis,1,1,0.34,0.3485,0.76,0.0896,2,12,14,13.940000000000001,17.424999999999997,76.0,6.0032,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,4,0,Kamis,1,1,0.34,0.3636,0.76,0.0,1,8,9,13.940000000000001,18.18,76.0,0.0,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,3,0,Kamis,1,1,0.34,0.3333,0.81,0.1343,0,2,2,13.940000000000001,16.665,81.0,8.9981,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,2,0,Kamis,1,1,0.36,0.3485,0.76,0.1343,0,3,3,14.76,17.424999999999997,76.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,1,0,Kamis,1,1,0.38,0.3939,0.76,0.2239,1,9,10,15.58,19.695,76.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,0,0,Kamis,1,1,0.38,0.3939,0.76,0.1343,3,18,21,15.58,19.695,76.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,23,0,Rabu,1,1,0.4,0.4091,0.71,0.1343,5,57,62,16.400000000000002,20.455000000000002,71.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,22,0,Rabu,1,1,0.42,0.4242,0.67,0.194,10,89,99,17.22,21.21,67.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,21,0,Rabu,1,1,0.42,0.4242,0.67,0.1642,17,100,117,17.22,21.21,67.0,11.0014,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,20,0,Rabu,1,1,0.44,0.4394,0.62,0.2537,7,119,126,18.04,21.97,62.0,16.997899999999998,Sedang,Sedang,Lemah,Rendah
Summer,0,April,19,0,Rabu,1,1,0.44,0.4394,0.62,0.2537,15,160,175,18.04,21.97,62.0,16.997899999999998,Sedang,Sedang,Lemah,Rendah
Summer,0,April,18,0,Rabu,1,1,0.44,0.4394,0.62,0.3881,28,293,321,18.04,21.97,62.0,26.0027,Sedang,Sedang,Sedang,Rendah
Summer,0,April,17,0,Rabu,1,1,0.46,0.4545,0.67,0.2985,25,284,309,18.86,22.725,67.0,19.999499999999998,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,22,0,Kamis,1,1,0.48,0.4697,0.55,0.1045,22,82,104,19.68,23.485,55.00000000000001,7.0015,Sedang,Sedang,Lemah,Rendah
Summer,0,April,23,0,Kamis,1,1,0.46,0.4545,0.59,0.1045,7,40,47,18.86,22.725,59.0,7.0015,Sedang,Sedang,Lemah,Rendah
Summer,0,April,0,1,Jumat,0,1,0.44,0.4394,0.67,0.0,6,21,27,18.04,21.97,67.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,1,1,Jumat,0,1,0.44,0.4394,0.62,0.0,6,9,15,18.04,21.97,62.0,0.0,Sedang,Sedang,Lemah,Rendah
Summer,0,April,18,0,Minggu,0,1,0.5,0.4848,0.77,0.194,103,137,240,20.5,24.240000000000002,77.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,7,0,Sabtu,0,2,0.4,0.4091,0.82,0.4179,3,18,21,16.400000000000002,20.455000000000002,82.0,27.999299999999998,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,6,0,Sabtu,0,3,0.4,0.4091,0.82,0.3284,1,9,10,16.400000000000002,20.455000000000002,82.0,22.0028,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,5,0,Sabtu,0,2,0.38,0.3939,0.87,0.2836,1,3,4,15.58,19.695,87.0,19.0012,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,4,0,Sabtu,0,2,0.36,0.3485,0.87,0.2239,1,4,5,14.76,17.424999999999997,87.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,3,0,Sabtu,0,2,0.36,0.3485,0.87,0.1642,5,9,14,14.76,17.424999999999997,87.0,11.0014,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,2,0,Sabtu,0,2,0.36,0.3485,0.87,0.1343,5,19,24,14.76,17.424999999999997,87.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,1,0,Sabtu,0,2,0.36,0.3333,0.87,0.2836,5,28,33,14.76,16.665,87.0,19.0012,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,0,0,Sabtu,0,2,0.36,0.3485,0.81,0.2239,7,36,43,14.76,17.424999999999997,81.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,23,1,Jumat,0,2,0.36,0.3485,0.81,0.194,8,56,64,14.76,17.424999999999997,81.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,22,1,Jumat,0,2,0.38,0.3939,0.82,0.3881,16,64,80,15.58,19.695,82.0,26.0027,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,21,1,Jumat,0,2,0.4,0.4091,0.76,0.2985,25,77,102,16.400000000000002,20.455000000000002,76.0,19.999499999999998,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,20,1,Jumat,0,2,0.4,0.4091,0.76,0.3284,26,92,118,16.400000000000002,20.455000000000002,76.0,22.0028,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,19,1,Jumat,0,1,0.42,0.4242,0.77,0.3881,41,168,209,17.22,21.21,77.0,26.0027,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,16,0,Rabu,1,1,0.46,0.4545,0.67,0.2836,23,119,142,18.86,22.725,67.0,19.0012,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,18,1,Jumat,0,2,0.46,0.4545,0.67,0.3881,47,216,263,18.86,22.725,67.0,26.0027,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,15,1,Jumat,0,1,0.54,0.5152,0.52,0.4478,50,112,162,22.14,25.759999999999998,52.0,30.002599999999997,Sedang,Sedang,Sedang,Rendah
Summer,0,April,14,1,Jumat,0,1,0.54,0.5152,0.52,0.2537,57,106,163,22.14,25.759999999999998,52.0,16.997899999999998,Sedang,Sedang,Lemah,Rendah
Summer,0,April,13,1,Jumat,0,1,0.54,0.5152,0.52,0.2537,47,133,180,22.14,25.759999999999998,52.0,16.997899999999998,Sedang,Sedang,Lemah,Rendah
Summer,0,April,12,1,Jumat,0,1,0.52,0.5,0.55,0.2836,45,155,200,21.32,25.0,55.00000000000001,19.0012,Sedang,Sedang,Sedang,Rendah
Summer,0,April,11,1,Jumat,0,1,0.52,0.5,0.55,0.194,41,95,136,21.32,25.0,55.00000000000001,12.998000000000001,Sedang,Sedang,Lemah,Rendah
Summer,0,April,10,1,Jumat,0,1,0.5,0.4848,0.55,0.194,31,91,122,20.5,24.240000000000002,55.00000000000001,12.998000000000001,Sedang,Sedang,Lemah,Rendah
Summer,0,April,9,1,Jumat,0,1,0.5,0.4848,0.55,0.194,16,162,178,20.5,24.240000000000002,55.00000000000001,12.998000000000001,Sedang,Sedang,Lemah,Rendah
Summer,0,April,8,1,Jumat,0,1,0.44,0.4394,0.62,0.2985,21,279,300,18.04,21.97,62.0,19.999499999999998,Sedang,Sedang,Sedang,Rendah
